ID;codigo;tecnologia;modelo;fabricante;partNumber
4856;16000491;;ROTEADOR;;12000401
4857;16000503;;PLACA;;12410E-SFCV02
4858;16000504;;;;1640-510-000-3.03
4859;16000511;;BASTIDOR;;27-310-1408
4860;16000538;;PLACA;;7600-ES20-10G3CV03
4861;16000539;;;;7600-SIP-400 V07
4862;16000545;;;;800167-00-04
4863;16000550;;PLACA;;800-24582-03A0
4864;16000559;;;;90-3669-02/D
4865;16000561;;ROTEADOR;;AR28-11
4866;16000562;;PLACA;;ASYNC32A
4867;16000564;;;;C100720A2G
4868;16000566;;ROTEADOR;;CISCO 2800 SERIES
4869;16000567;;ROTEADOR;;CISCO SYSTEMS
4870;16000568;;PLACA;;CRS-8-FC/SV01
4871;16000570;;PLACA;;CRS-MSC-B V01
4872;16000571;;ROTEADOR;;CSS11052AC
4873;16000573;;PLACA;;DM7045 SERIE V
4874;16000574;;PLACA;;DM704SV
4875;16000578;;;;GB8000
4876;16000587;;;;PSPA-2X1GE
4877;16000592;;ROTEADOR;;SBM2048M
4878;16000597;;PLACA;;SPA-1X0C12-POS
4879;16000598;;PLACA;;SPA-24CHT1-CE-ATM
4880;16000599;;PLACA;;SPA-4XOC3-ATM
4881;16000600;;;;SPA-4XOC3-POS-V01
4882;16000601;;PLACA;;SPA8X0C12POS
4883;16000611;;;;WS-C2960-48TT-LV04
4884;16000615;;;ERICSSON;KRC161842
4885;16000619;;;;WS-C4948
4886;16000648;;;;F512/20CA
4887;16000652;;ROTEADOR;;ROTEADOR 7206
4888;16000712;;;NOKIA;C109093.C2A
4889;16000716;;;;WS-C3750G-24TS-S1U
4890;16000736;;VENTILAÇÃO;;BKVB303004/1
4891;16000740;;ROTEADOR;;WS-C4500
4892;16000754;;PLACA;;SPA-4X0C12-POS V01
4893;16000778;;;;WS-C2950G
4894;16000780;;;;WS-C3550-48-EMI
4895;16000781;;PLACA;;131-141669-010
4896;16000794;;ROTEADOR;;ROTEADOR CISCO2500
4897;16000803;;PLACA;;WS-C295024
4898;16000860;;RETIFICADOR;;701632-751
4899;16000876;;RETIFICADOR;;341-0129-01
4900;16000878;;;;3330020000
4901;16000881;;;;T53505.0
4902;16000896;;;;614104/63
4903;16000903;;PLACA;;WS-X6708-10GE
4904;16000904;;PLACA;;WS-F6700-CFC V05
4905;16000915;;PLACA;;800-26056-02A0
4906;16000916;;PLACA;;800-26055-02
4907;16000917;;PLACA;;800-24582-03D0
4908;16000918;;PLACA;;800-24580-03D0
4909;16000925;;;;540-4344-02
4910;16000929;;ROTEADOR;;800-20047-02
4911;16000934;;;;AS54XM-AC-RPS
4912;16000953;;PLACA;;72060-02ISSA
4913;16000961;;GABINETE;;BFD5110006/1
4914;16000964;;PLACA;;ROJ207143/1
4915;16000972;;PLACA;ERICSSON;ROJ20816/3
4916;16000974;;;;90-3669-02/A
4917;16000976;;PLACA;;BMF90479/1
4918;16000987;;PLACA;;ROJ1192257/2
4919;16000989;;PLACA;;SPA1XOC12POS
4920;16000990;;PLACA;;SPA-4XOC12-POS V01
4921;16000991;;PLACA;;SPA5X1GEV2
4922;16000998;;PLACA;;SERVIDOR AV810
4923;16001006;;;;870-2860-02
4924;16001012;;PLACA;;431000030
4925;16001019;;;;ASA5520-BUN-K9
4926;16001020;;;;WS-C3560G-48TS-EV0
4927;16001028;;ROTEADOR;;PIX-520
4928;16001029;;ROTEADOR;;68-1895-04A0
4929;16001030;;ROTEADOR;;LOGHW194B
4930;16001048;;PLACA;;S42024-L5230-A100
4931;16001058;;;;KDUB137344
4932;16001061;;PLACA;;KDUB137344
4933;16001138;;VENTILAÇÃO;;132138
4934;16001142;;VENTILAÇÃO;;CRS-8-LCC-FAN-TRV04
4935;16001150;;VENTILAÇÃO;;974522R
4936;16001155;;PLACA;;905802201
4937;16001180;;ROTEADOR;;47-5380-02
4938;16001181;;ROTEADOR;;47-5380-03
4939;16001209;;;;800-09312-04D0
4940;16001220;;PLACA;;ASYNC16A
4941;16001226;;;;CSS11503-AC
4942;16001244;;PLACA;;NETWORKPROCESSINGENGINE225
4943;16001284;;PLACA;;SGDN4626B
4944;16001302;;;;WS-C3560G-24TS-SV03
4945;16001325;;ROTEADOR;;2611XM
4946;16001326;;ROTEADOR;;CISCO3660-MB-2FE
4947;16001331;;;;CSCO 1113
4948;16001332;;;;CSCO 1112
4949;16001343;;;;DMSWITCH3000
4950;16001347;;VENTILAÇÃO;;EFTM
4951;16001371;;VENTILAÇÃO;;J20
4952;16001394;;;;SM50
4953;16001401;;PLACA;;SV
4954;16001411;;;;2884WSDC
4955;16001418;;PLACA;;WS-X6582-2PA=
4956;16001422;;FONTE;;48-125-0552
4957;30014719;;PLACA;;7600-ES+20G3C
4958;30014723;;;;SFP-GE-T
4959;30014724;;;;SFP-GE-Z
4960;30014725;;;;SFP-GE-L
4961;30014726;;;;XFP-10GLR-OC192SR
4962;30014731;;PLACA;;76-ES+XC-20G3C
4963;30014732;;PLACA;;76-ES+XC-40G3C
4964;16001587;;FONTE;;PWR-4000-DC=
4965;16001588;;FONTE;;PWR-2700-DC=
4966;16001589;;PLACA;;RSP720-3C-GE=
4967;16001590;;PLACA;;7600-ES+20G3C=
4968;16001591;;PLACA;;76-ES+XC-20G3C=
4969;16001592;;PLACA;;76-ES+XC-40G3C=
4970;16001604;;;;804-2185-R01
4971;16001605;;;;805-0507-R01
4972;16001613;;;;090-58022-01
4973;16001673;;PLACA;NOKIA;C111587
4974;16001687;;FONTE;;AH332A
4975;16001706;;ROTEADOR;;CISCO2811
4976;20002712;;PLACA;;ROJ208817/2
4977;20002714;;PLACA;;ROJ208880/3
4978;20002716;;PLACA;;ROJ1192106/64
4979;16001757;;;;CIVS-MSP-1RU
4980;16001761;;;;1.27181E+11
4981;16001769;;PLACA;;1.3E+11
4982;16001770;;;;1.3E+11
4983;16001773;;;;1.27165E+11
4984;16001784;;PLACA;;WS-X6708-10G-3CXL
4985;16001789;;PLACA;;ASR5K-PSC-32G-K9
4986;16001790;;PLACA;;ASR5K-0110G-SM-K9
4987;16001795;;PLACA;;CRS-8-RP=
4988;16001796;;PLACA;;CRS-8-FC/S=
4989;16001837;;;;P01090
4990;16001960;;ROTEADOR;;7609S-RSP720CXL-P
4991;16001976;;PLACA;;7600-ES+4TG3C
4992;16001978;;;;CISCO7606-SAC
4993;16001979;;;;CISCO7606-SC
4994;16001980;;;;CISCO7606-SD
4995;16001981;;;;CISCO7606-SF
4996;16001982;;;;CISCO7609-SB
4997;16001984;;;;CISCO7609-SG
4998;16001985;;ROTEADOR;;MWR-2941-DC-A
4999;16001986;;FONTE;;PWR-2700-DC
5000;16001987;;FONTE;;PWR-4000-DC
5001;16001988;;PLACA;;RSP720-3C-GE
5002;16002036;;;;53250400591
5003;16002044;;PLACA;;ASR1000-ESP40
5004;16002045;;PLACA;;ASR1000-RP2
5005;16002046;;PLACA;;ASR1000-SIP40
5006;16002053;;PLACA;;ASR5K-PSC-64G-K9
5007;16002054;;FONTE;;ASR1006
5008;16002062;;;;WS-C3560CG-8PC-S
5009;16002087;;;;WS-C3560G-48TS-S
5010;16002122;;;;ME-3600X-24CX-M-TA
5011;16002123;;ROTEADOR;;ASR-903
5012;16002124;;PLACA;;A903-RSP1A-55
5013;16002125;;FONTE;;A900-PWR550-D
5014;16002127;;PLACA;;A900-IMA8S
5015;16002128;;PLACA;;A900-IMA16D
5016;16002130;;PLACA;;A900-IMA8S=
5017;16002132;;PLACA;;A900-IMA16D=
5018;16002133;;PLACA;;A900-IMA4OS=
5019;16002135;;PLACA;;A903-RSP1A-55
5020;16002136;;;;ME-3600X-24CX-M
5021;16002145;;PLACA;;14X10GBE-WL-XFP=
5022;16002146;;PLACA;;2-10GE-WL-FLEX=
5023;16002150;;PLACA;;A9K-24X10GE-TR
5024;16002152;;PLACA;;A9K-MPA-20X1GE
5025;16002156;;ROTEADOR;;ASR1001
5026;16002157;;PLACA;;A9K-24X10GE-TR=
5027;16002158;;PLACA;;A9K-MOD80-TR=
5028;16002159;;PLACA;;A9K-MPA-20X1GE=
5029;16002161;;PLACA;;A9K-RSP440-TR=
5030;16002162;;PLACA;;ASR1000-RP1=
5031;16002163;;PLACA;;ASR1000-SIP10=
5032;16002164;;PLACA;;HWIC-16A=
5033;16002165;;PLACA;;SM-32A=
5034;16002166;;PLACA;;CRS-8-PRP-6G=
5035;16002167;;ROTEADOR;;CISCO3925/K9
5036;16002169;;ROTEADOR;;ASR-9010-DC
5037;16002172;;PLACA;;A9K-MPA-4X10GE=
5038;16002177;;PLACA;;CRS-FP140=
5039;16002179;;FONTE;;CRS-8-DCKIT-M=
5040;16002181;;PLACA;;02310DDE
5041;16002217;;FONTE;;X758-R5
5042;16002218;;FONTE;;X511A-R5
5043;16002223;;;;ASA5550-BUN-K9
5044;16002224;;ROTEADOR;;CISCO2911/K9
5045;16002225;;;;CSACS-1121-K9
5046;16002226;;PLACA;;ACE30-MOD-K9=
5047;16002296;;PLACA;;ASR5K-PSC-64G-B4=
5048;16002313;;;;3CM03098BB
5049;16002408;;PLACA;;SPA-4XOC3-POS-V2=
5050;16002409;;PLACA;;SPA-5X1GE-V2=
5051;16002410;;;;WS-C3560X-48T-S
5052;16002423;;;;WS-SVC-ASA-SM1-K9=
5053;16002443;;GABINETE;;CISCO7606-S=
5054;16002445;;GABINETE;;CISCO7609-S=
5055;16002446;;PLACA;;CRS-MSC-B=
5056;16002451;;GABINETE;;ME-3600X-24CX-M=
5057;16002458;;PLACA;;PRP-2=
5058;16002459;;FONTE;;PWR-ME3KX-DC=
5059;16002460;;CABO;;WS-CAC-4000W-INT=
5060;16002462;;FONTE;;WS-CAC-6000W=
5061;16002463;;PLACA;;7600-ES+20G3C=
5062;16002465;;ROTEADOR;;MWR-2941-DC-A
5063;16002483;;PLACA;;RSP720-3C-GE=
5064;16002498;;ROTEADOR;;7600SIP400
5065;30014740;;PLACA;;7600-ES+20G3C
5066;16002596;;FONTE;;F5-UPG-AC-400W
5067;16002623;;;;7600-ES+40G3C=
5068;16002632;;ROTEADOR;;CISCO2911BR/K9=
5069;16002634;;;;7600-ES+40G3C
5070;16002649;;PLACA;;ACE20-MOD-K9
5071;16002651;;PLACA;;CRS-CGSE-PLIM=
5072;16002652;;PLACA;;RSP720-3C-GE=
5073;16002653;;CABO;;WS-CAC-4000W-INT=
5074;16002654;;FONTE;;PWR-ME3KX-DC=
5075;16002692;;FONTE;;TPDA-15-DC
5076;16002711;;;;ASR55-FSC
5077;16002712;;;;ASR55-SSC
5078;16002713;;;;ASR55-UDPC-K9
5079;16002714;;;;ASR55-UMIO-10S2K9
5080;16002716;;ROTEADOR;;3HE05108BA
5081;16002721;;;;ASR5K-SPIO-BNC-K9=
5082;16002740;;;;7109017
5083;16002789;;PLACA;;A9K-MOD160-TR=
5084;16002790;;PLACA;;A9K-MPA-8X10GE=
5085;16002808;;PLACA;;A9K-4T16GE-SE=
5086;16002809;;PLACA;;A9K-40GE-SE=
5087;16002810;;PLACA;;A9K-24X10GE-SE=
5088;16002812;;PLACA;;A9K-1X100GE-TR=
5089;16002813;;PLACA;;A9K-2X100GE-TR=
5090;16002814;;PLACA;;A9K-MOD80-SE=
5091;16002816;;PLACA;;A9K-MPA-20X1GE=
5092;16002818;;PLACA;;A9K-MPA-4X10GE=
5093;16002819;;PLACA;;A9K-RSP440-LT=
5094;16002820;;PLACA;;A9K-RSP440-TR=
5095;16002821;;BASTIDOR;;ASR-9010-DC-V2=
5096;16002822;;VENTILAÇÃO;;ASR-9010-FAN-V2=
5097;16002823;;FONTE;;PWR-2KW-DC-V2=
5098;16002839;;PLACA;;A900-IMA8D
5099;16002871;;;;804-1260-R02
5100;16002890;;;;AIR-CT8540-K9
5101;16002907;;ROTEADOR;;ASR-920-24SZ-IM
5102;16002908;;FONTE;;ASR-920-PWR-D
5103;16002913;;VENTILAÇÃO;;ASR-920-FAN-M
5104;16002920;;;;PI-UCS-APL-K9
5105;16002921;;;;AIR-MSE-3365-K9
5106;16002924;;;;WS-C3850-12S-S
5107;16002930;;;;AIR-AP1572IC1-Z-K9
5108;16002983;;BASTIDOR;;ASR-907
5109;16002984;;PLACA;;A900-RSP3C-400-W
5110;16002985;;PLACA;;A900-IMA8S1Z
5111;16002987;;PLACA;;A900-IMA8S1Z=
5112;16002989;;PLACA;;A900-RSP3C-400-W=
5113;16002990;;VENTILAÇÃO;;A907-FAN-E=
5114;16002991;;FONTE;;A900-PWR1200-D=
5115;16002992;;FILTRO;;A907-FAN-F=
5116;16003047;;;;ASA5585-S10-K9
5117;16003062;;;;UCSC-C220-M4S-BR
5118;10000028;;;ERICSSON;BMG98013/1
5119;10000029;;;ERICSSON;BMG98013/1
5120;10000032;;PLACA;;BMG98012/1
5121;10000034;;PLACA;ERICSSON;BMR91120/1
5122;10000035;;PLACA;;TCI2.5-FBR55C
5123;10000037;;;;TCI5.0-FIR127C
5124;10000038;;FONTE;;SD-900535
5125;10000039;;;;1625-24-48-20-194
5126;90000005;;;;37717C
5127;90000006;;;;37742A
5128;90000007;;;;HP 53181A
5129;90000008;;;;HP8-592L
5130;90000009;;;;8593E
5131;10000041;;RETIFICADOR;ERICSSON;BML440001/1
5132;10000042;;;;BMR960011/1
5133;90000010;;;;8921A
5134;10000043;;RETIFICADOR;;MP48/10CN
5135;10000044;;;;NT5C05DC
5136;10000045;;RETIFICADOR;;NT5C20BA
5137;10000046;;;;NT5C23AB 01
5138;22000960;;;;PC3015
5139;10000047;;RETIFICADOR;;UR5048V412
5140;10000049;;;;1720040000
5141;90000011;;;;S818A
5142;10000050;;FONTE;;ROF1348002/1
5143;10000053;;RETIFICADOR;NOKIA;L37919-J1-A11
5144;10000054;;;NOKIA;L37919-J1-A10
5145;10000056;;RETIFICADOR;;14020
5146;90000012;;RADIO;;E7495B
5147;10000057;;FONTE;;BMKB4110
5148;10000059;;;;DMC141610002
5149;10000060;;FONTE;;SSN1PIU
5150;10000061;;RETIFICADOR;ERICSSON;BML231202/1
5151;10000062;;RETIFICADOR;ERICSSON;BML435004/1
5152;10000063;;RETIFICADOR;ERICSSON;BMLB435004/1
5153;10000064;;FONTE;;COZBU110106/1
5154;10000066;;RETIFICADOR;;NPR48
5155;10000067;;RETIFICADOR;;R2948
5156;10000068;;RETIFICADOR;;BML403021/5
5157;10000069;;FONTE;;0PR171B
5158;10000070;;RADIO;;3DB05553AA
5159;90000014;;;;PFA35
5160;90000015;;;;MS2665C
5161;10000071;;;;RIMT04815000TRFD
5162;10000072;;RETIFICADOR;;BML403021/1
5163;10000073;;;;RIM048TRF
5164;10000074;;;;RIM-0041TCHD
5165;10000075;;RETIFICADOR;;BML440051/1
5166;10000076;;FONTE;NOKIA;C08953.....B3C
5167;10000077;;;;INVERSOR ESTATICO
5168;10000078;;RETIFICADOR;;241114600
5169;10000079;;;ERICSSON;BMR960014/1
5170;10000080;;RETIFICADOR;;BML435101/1
5171;10000081;;RETIFICADOR;ERICSSON;BML353206/2
5172;10000082;;FONTE;;300-1833-01
5173;10000083;;;;TCI1.5-FBP73MSS
5174;10000084;;FONTE;ERICSSON;BML353132/2
5175;10000085;;FILTRO;;EF323A
5176;10000086;;;;TSE2500ER
5177;10000088;;PLACA;;S30861-U2419-X-01
5178;10000090;;PLACA;ERICSSON;BFD 101 109/3
5179;10000091;;RETIFICADOR;;241114300
5180;10000092;;RETIFICADOR;ERICSSON;BML4350042R1B
5181;10000093;;RETIFICADOR;;NT5C06CA
5182;10000094;;RETIFICADOR;;NT5C24AB
5183;10000095;;;;H7600-EA
5184;90000016;;;;S113B
5185;10000098;;RETIFICADOR;;S48354-U2008-X-01
5186;10000099;;RETIFICADOR;;S30861-U4093-X-02
5187;10000100;;FONTE;;3DB00090AA
5188;10000101;;RETIFICADOR;;1657
5189;10000102;;;;1/BMG 663 014/31
5190;10000103;;RETIFICADOR;;UR100A
5191;10000104;;GABINETE;;HEX85
5192;10000105;;;;BRMT240CR2
5193;10000107;;FONTE;;DSBA35XHH
5194;10000108;;FONTE;;BZAB34806/0032
5195;10000109;;RETIFICADOR;;R482900
5196;10000112;;;;C30600948
5197;10000114;;;;SS6000
5198;10000118;;;;SURT6000XLI
5199;10000119;;RETIFICADOR;;04/609
5200;10000121;;;;INVERSOR SANRIO
5201;10000122;;RETIFICADOR;;128715
5202;10000124;;RETIFICADOR;;136350
5203;10000127;;RETIFICADOR;;446300
5204;90000017;;;;S251B
5205;10000132;;RETIFICADOR;;693420002
5206;10000133;;FONTE;;740007222
5207;10000138;;;;10U370A
5208;90000019;;;;37732A
5209;10000139;;;;430186
5210;10000150;;BASTIDOR;;BASTIDORTECTROL
5211;10000151;;BASTIDOR;;BASTIDORDEENERGIA
5212;10000152;;BASTIDOR;;BASTIDOREMERSON
5213;10000153;;BASTIDOR;;BASTIDORSANRIO
5214;10000154;;;;RIM220TRF
5215;10000155;;BASTIDOR;;SUBBASTIDOREMERSON
5216;10000165;;;;E1118A
5217;90000021;;;;HP37717C
5218;10000166;;RETIFICADOR;;MPR25
5219;10000169;;;;TCI5.0-FIR130C
5220;10000170;;FONTE;;S30861Q445X04
5221;10000172;;FONTE;;S30861Q466X08
5222;10000173;;;;S30861Q466X09
5223;10000174;;RETIFICADOR;ERICSSON;1R483200B04
5224;10000175;;RETIFICADOR;;FR48V-2880W
5225;10000181;;RETIFICADOR;;RETIFICADOR - 50A/
5226;10000185;;;;MCE024048
5227;10000187;;FONTE;;467866A.210
5228;10000188;;FONTE;;SP0562Y01A
5229;10000195;;RETIFICADOR;;3001460-03
5230;10000196;;RETIFICADOR;;1C24481200A00
5231;10000197;;;;TSE15.0FI1M
5232;10000199;;;;TSCS2347G20
5233;22000967;;;;BMGB42401R3B
5234;10000203;;FONTE;;468664A205
5235;90000024;;;;BN4565/91.16
5236;90000025;;FONTE;;FONTE SR1200A 48V
5237;10000206;;RETIFICADOR;;SR600A
5238;10000207;;;;DSPT-1300AB E
5239;10000211;;;;1HAM61137AAJ
5240;10000215;;;;2120479
5241;10000216;;RETIFICADOR;;UR50A48V315
5242;10000217;;FONTE;;BML231210/1
5243;10000218;;;;3BK07344AAAD
5244;10000219;;FONTE;;3AL36162AAAB
5245;10000220;;;;05069A
5246;10000221;;RETIFICADOR;;BMLB901102
5247;10000222;;FONTE;;ROFBU3671061
5248;10000223;;;;MCE02404810
5249;10000225;;FONTE;;65.7157.800.00-A003
5250;90000026;;;;ANT-20
5251;90000027;;;;S251C10B
5252;10000229;;FONTE;;C08862A1A
5253;90000028;;;;S332B
5254;90000030;;RETIFICADOR;;R1248
5255;10000230;;;;UCV 24/48V
5256;90000031;;;;L37919-F27-A66
5257;10000231;;RETIFICADOR;;R2924
5258;10000233;;GABINETE;;TCS2132G31
5259;10000234;;;;TCS2132G-50
5260;10000235;;;;470030A101
5261;10000237;;RETIFICADOR;;SR400A
5262;10000238;;PLACA;;UKL40156/14
5263;10000239;;;NOKIA;C109472.A1C
5264;10000240;;RETIFICADOR;;1503
5265;10000242;;;ERICSSON;BMR91150/2
5266;10000243;;;;97028184
5267;10000244;;FONTE;;C109471B1C
5268;10000245;;;;090-58001-01
5269;10000246;;FONTE;;HRS11509000
5270;10000247;;;;RIMO48TRF
5271;10000248;;RETIFICADOR;;R24-2200
5272;10000249;;RETIFICADOR;;BR97021723
5273;10000250;;RETIFICADOR;;1525
5274;10000252;;;;102674
5275;10000254;;;;390046
5276;10000256;;FONTE;;442042
5277;10000257;;FONTE;;443003
5278;10000258;;RETIFICADOR;;447012
5279;10000261;;;;241114500
5280;10000262;;RETIFICADOR;;300169606
5281;10000266;;RETIFICADOR;;10A0003027
5282;10000267;;RETIFICADOR;;128981-7
5283;10000269;;RETIFICADOR;;1R242200
5284;10000270;;RETIFICADOR;;1R483200A01
5285;10000273;;RETIFICADOR;;3001501-09
5286;10000278;;;;467866A207
5287;10000279;;;;467866A211
5288;90000032;;;;53131A
5289;10000280;;FONTE;;700232-002
5290;10000284;;BASTIDOR;;APM100
5291;10000285;;BASTIDOR;;APM100-4860NE-100
5292;10000286;;BASTIDOR;;APM100-4860NE-S
5293;10000287;;RETIFICADOR;;APR48
5294;10000289;;;;BBU3806
5295;10000290;;;;BFB101020/12
5296;10000291;;;;BFD104354
5297;10000299;;BASTIDOR;;BZAB32402/0006R1A
5298;10000300;;FONTE;;C08860A1B
5299;10000301;;FONTE;;C08953B3B
5300;10000302;;PLACA;;C08989D3C
5301;10000303;;;;CHAVE ESTATICA TRIFASICA
5302;10000308;;;;COVERSOR DC/DC
5303;10000312;;RETIFICADOR;;D0117477
5304;10000314;;BASTIDOR;;E63352106
5305;10000315;;GABINETE;;E63352107
5306;10000319;;BASTIDOR;;E63452114/2
5307;10000320;;BASTIDOR;;E634521162
5308;10000321;;RETIFICADOR;;ESR-48/10BA
5309;10000326;;;;INVERSOR ESTATICO TRIFASICO
5310;10000327;;;;INVERSORECHAVEESTÃTICATRIF
5311;10000329;;RETIFICADOR;;M501D
5312;10000331;;;;MCE02404810A
5313;10000332;;;;MCE02404820A
5314;10000335;;;;MP485000T
5315;10000336;;;;MR 10005
5316;90000035;;;;MS2661C
5317;90000036;;;;MS2667C
5318;10000338;;FONTE;;NNTMELY2WXHN
5319;10000343;;RETIFICADOR;;NT5C20BA
5320;10000345;;;;PL00076A
5321;10000346;;PLACA;;PSM-BB
5322;10000348;;RETIFICADOR;;QDR
5323;10000349;;RETIFICADOR;;RETIFICADOR POWER SUPPLY CISCO
5324;10000350;;RETIFICADOR;;RETIFICADORBAYNETWORKS
5325;10000351;;;;RM100A/24V
5326;10000352;;;;RM100A/48V
5327;10000353;;PLACA;;ROAB1190522/1
5328;90000038;;;;S810 A
5329;10000358;;FONTE;;SM6301201
5330;10000360;;BASTIDOR;;SR600A 24V/1.4.4
5331;10000361;;BASTIDOR;;SR800A/24V/2.4.3
5332;10000362;;;;SRMC244822
5333;10000363;;BASTIDOR;;SRMI600A/-48V29/52029/520
5334;10000372;;BASTIDOR;;TCS2083G-31
5335;10000373;;;;TCS2083G-50
5336;10000374;;RETIFICADOR;NOKIA;TCS2236C30
5337;10000376;;;;4000302FBRPARZ
5338;10000378;;RETIFICADOR;;TPS1020001C
5339;10000381;;;;TSTS36000
5340;10000382;;;;UCV-48VCC/24VCC-50A
5341;10000383;;;;UIE 3.3/01-24
5342;10000384;;;;UIE-2/01
5343;10000385;;RETIFICADOR;;UR100A
5344;10000387;;;;USD600A 24V2.4.3
5345;10000389;;;;XAR1245EL/-48
5346;10000390;;;;XLI0320ER1
5347;10000391;;;;XLI10320ER1
5348;10000392;;;;BMG704003
5349;10000393;;;;BMG662014/8
5350;10000394;;;;BMG980111
5351;10000399;;;;4BPD104362
5352;10000400;;;;BMG980371
5353;10000402;;;;3BPD104352
5354;10000404;;RETIFICADOR;;BZAB348060045
5355;10000406;;FONTE;;UFEB901109
5356;10000408;;;;440035
5357;90000043;;;;HP435B
5358;90000044;;;;53151A
5359;90000045;;;;54602B
5360;90000047;;;;8485D
5361;90000048;;;;86813000
5362;90000049;;;;HP EPM-441A
5363;10000415;;FONTE;;NTBP52CA  07
5364;10000417;;PLACA;;ROAB117127/1R1A
5365;10000418;;PLACA;;IPUCAKOCTA
5366;10000432;;FONTE;;43-100-0077
5367;10000434;;FONTE;;56-340-2049
5368;90000051;;;;HP 3708A
5369;10000435;;;;TCSC2346-G-31
5370;10000438;;;;TCSC2521F-20
5371;90000052;;;;HP8-593E
5372;90000053;;;;HP53151A
5373;90000054;;;;SA-2500EX
5374;10000441;;RADIO;;3DB00619AA
5375;10000442;;;;24S15000048/02
5376;10000444;;FONTE;;90-3669-03/A
5377;10000445;;;;BPD104361
5378;10000453;;RETIFICADOR;;34-1694-04
5379;10000454;;;;TCSC2347G-20
5380;22000975;;;;BMG6630111/1
5381;90000055;;;;HP8-3204A
5382;10000457;;RETIFICADOR;;BFLB107112/1R1C
5383;10000458;;;;TCI0.35-GBP3C
5384;10000460;;;;TCI2.0-GBP29MA
5385;10000462;;BASTIDOR;;SR1200A
5386;10000463;;RETIFICADOR;;241119100
5387;10000465;;PLACA;;370-5398-02
5388;90000056;;;;K15PT000
5389;10000466;;FONTE;;CM3903A
5390;10000467;;PLACA;;BFD1011096
5391;10000468;;FONTE;;BFB10993/1
5392;90000057;;;;DA-3400
5393;10000469;;;;S42023-L5088-A1-02
5394;10000471;;FONTE;;M800D
5395;10000472;;RETIFICADOR;ERICSSON;BML440062/1
5396;10000473;;FONTE;;BZAB34806/0760
5397;90000058;;;;N4538A
5398;10000476;;;;SMARTPACK
5399;90000059;;;;HP5322A
5400;10000479;;;;TCI2.5-FAR123C
5401;10000481;;FONTE;;71000474
5402;10000485;;FONTE;;RS8DCPEM
5403;10000486;;FONTE;;69-342-0007
5404;10000495;;;;BMG98013/1
5405;22000979;;GABINETE;ERICSSON;BMG98013/1
5406;10000541;;;;MCE0054
5407;10000542;;RETIFICADOR;;E51454923
5408;10000543;;;;E53104909
5409;10000544;;;;E63452107
5410;10000545;;;;E63452130
5411;10000546;;;;E56131401
5412;10000547;;RETIFICADOR;;E51231520
5413;10000548;;;;E53104907
5414;10000549;;;;E56151300
5415;10000551;;RETIFICADOR;;E51454922
5416;10000552;;;;242072600
5417;10000553;;;HUAWEI;BMP903051/1
5418;10000554;;;;BMR91141/1
5419;10000731;;FONTE;;C08860A1E
5420;70000005;;;;BMGB42401R4A
5421;10000733;;;;RIM048TRF
5422;10000734;;RETIFICADOR;;UR50A48V412
5423;10001081;;;;MP4000
5424;10001082;;;;BMK850521/643C
5425;10001083;;RETIFICADOR;;FLAT PACK 2500
5426;10001088;;;;E63452105
5427;10001100;;RETIFICADOR;;90030630
5428;10001102;;;;94000054
5429;10001103;;;;94000118
5430;10001106;;FONTE;;9005227
5431;10001112;;GABINETE;;95000152
5432;10001125;;FONTE;;BZAB34806/1100
5433;10001139;;;;SIE-0055MS
5434;10001143;;GABINETE;;E63452105/3
5435;10001145;;GABINETE;;E63452107/3
5436;10001150;;UNIDADE DE CONTROLE;;NT6C30AB
5437;10001151;;BASTIDOR;;NT6C30BA
5438;10001158;;;;PN9927206006
5439;90000062;;;;PA-25
5440;10001162;;FILTRO;;469166A.103
5441;10001164;;;;10005
5442;10001165;;FONTE;;34-0687-03REV E0
5443;10001167;;;;BMG907511
5444;10001199;;RETIFICADOR;;AA24250L
5445;10001214;;RETIFICADOR;;D0100217
5446;10001224;;FONTE;;FONTE CISCO
5447;10001232;;;;INVERSOR ESTATICO SANRIO
5448;10001245;;RETIFICADOR;;RETIFICADOR SW
5449;10001248;;RETIFICADOR;;S42024L5446A102
5450;10001272;;BASTIDOR;;BMK850521/432
5451;10001273;;BASTIDOR;;BMK850521/523
5452;10001285;;RETIFICADOR;;N3048
5453;10001300;;;;UCV24482A
5454;90000063;;;;HP7580A
5455;10001319;;;;242072700
5456;10001320;;RETIFICADOR;;ESR- 24/ 100DA
5457;22000991;;;;FTB3104
5458;10001322;;RETIFICADOR;;20110019
5459;22000994;;;;S30861D2140
5460;10001325;;FONTE;;E62752412
5461;10001332;;;;BMG907027/1
5462;10001333;;;ERICSSON;BMG907031/1
5463;10001341;;;ERICSSON;BOE60221/1
5464;10001366;;FONTE;;468664A.206
5465;10001367;;;;467866A
5466;10001403;;RETIFICADOR;;MP48/10-R1
5467;10001404;;RETIFICADOR;;9900433
5468;10001405;;RETIFICADOR;;9900578
5469;10001407;;FONTE;;CP10095BR1
5470;10001408;;;;STC-851-AR-AL
5471;10001419;;RETIFICADOR;;E51454925
5472;10001420;;;;92058
5473;90000064;;;;PF30
5474;10001431;;;ERICSSON;BMG98033/22
5475;10001483;;RETIFICADOR;;EPW25-24S48D
5476;10001488;;RETIFICADOR;;241114601
5477;10001498;;;;S30861D2126
